action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,10835410,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(CF)Nc1ccc(NC(=O)NCCNC[C@H](O)COc2ccccc2C#N)cc1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '20.54', 'le': '0.39', 'lle': '6.34', 'sei': '7.45'}",,CHEMBL2011219,,CHEMBL2011219,8.82,0,http://www.openphacts.org/units/Nanomolar,1631508,=,1,1,=,,IC50,nM,,1.5,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1.5
,,10835411,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1c(F)cccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(C(=O)O)cc1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '18.44', 'le': '0.35', 'lle': '6.13', 'sei': '5.34'}",,CHEMBL2011220,,CHEMBL2011220,7.68,0,http://www.openphacts.org/units/Nanomolar,1631509,=,1,1,=,,IC50,nM,,21.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,21.0
,,10835412,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(F)cc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(C(=O)O)cc1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '20.89', 'le': '0.40', 'lle': '7.15', 'sei': '6.05'}",,CHEMBL2011221,,CHEMBL2011221,8.70,0,http://www.openphacts.org/units/Nanomolar,1631510,=,1,1,=,,IC50,nM,,2.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2.0
,,10835413,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(C(=O)O)c(F)c1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '21.61', 'le': '0.41', 'lle': '7.45', 'sei': '6.26'}",,CHEMBL2011222,,CHEMBL2011222,9.00,0,http://www.openphacts.org/units/Nanomolar,1631511,=,1,1,=,,IC50,nM,,1.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1.0
,,10835414,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc(NC(=O)NCCNC[C@H](O)COc2cccc(F)c2C#N)cc1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '20.89', 'le': '0.40', 'lle': '6.45', 'sei': '7.52'}",,CHEMBL2011223,,CHEMBL2011223,8.70,0,http://www.openphacts.org/units/Nanomolar,1631512,=,1,1,=,,IC50,nM,,2.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2.0
,,10835415,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(OCCF)nc1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '23.96', 'le': '0.46', 'lle': '8.55', 'sei': '7.78'}",,CHEMBL2011224,,CHEMBL2011224,10.00,0,http://www.openphacts.org/units/Nanomolar,1631513,=,1,1,=,,IC50,nM,,0.1,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,0.1
,,10835416,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(F)nc1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '25.50', 'le': '0.48', 'lle': '8.28', 'sei': '7.98'}",,CHEMBL2011225,,CHEMBL2011225,9.52,0,http://www.openphacts.org/units/Nanomolar,1631514,=,1,1,=,,IC50,nM,,0.3,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,0.3
,,10835417,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(I)nc1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '21.40', 'le': '0.52', 'lle': '8.59', 'sei': '8.63'}",,CHEMBL2011226,,CHEMBL2011226,10.30,0,http://www.openphacts.org/units/Nanomolar,1631515,=,1,1,=,,IC50,nM,,0.05,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,0.05
,,10835418,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1ccc(Br)nc1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '23.72', 'le': '0.52', 'lle': '8.43', 'sei': '8.63'}",,CHEMBL2011227,,CHEMBL2011227,10.30,0,http://www.openphacts.org/units/Nanomolar,1631516,=,1,1,=,,IC50,nM,,0.05,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,0.05
,,10835419,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1cnc(Br)cn1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '21.72', 'le': '0.48', 'lle': '8.20', 'sei': '7.15'}",,CHEMBL2011228,,CHEMBL2011228,9.46,0,http://www.openphacts.org/units/Nanomolar,1631517,=,1,1,=,,IC50,nM,,0.35,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,0.35
,,10835420,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1nccs1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '20.99', 'le': '0.41', 'lle': '6.42', 'sei': '6.36'}",,CHEMBL2011229,,CHEMBL2011229,7.58,0,http://www.openphacts.org/units/Nanomolar,1631518,=,1,1,=,,IC50,nM,,26.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,26.0
,,10835421,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Nc1nnn(CCF)n1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '20.39', 'le': '0.39', 'lle': '8.33', 'sei': '5.33'}",,CHEMBL2011230,,CHEMBL2011230,8.00,0,http://www.openphacts.org/units/Nanomolar,1631519,=,1,1,=,,IC50,nM,,10.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10.0
,,10835422,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)NC1CCN(CCF)CC1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,,,CHEMBL2011231,,CHEMBL2011231,,0,http://www.openphacts.org/units/Nanomolar,1631520,>,1,1,>,,IC50,nM,,100.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,100.0
,,10835423,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)N1CCOCC1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '22.10', 'le': '0.42', 'lle': '7.77', 'sei': '7.21'}",,CHEMBL2011232,,CHEMBL2011232,7.70,0,http://www.openphacts.org/units/Nanomolar,1631521,=,1,1,=,,IC50,nM,,20.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20.0
,,10835424,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)c1ccc(F)nc1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '22.32', 'le': '0.42', 'lle': '7.15', 'sei': '7.46'}",,CHEMBL2011233,,CHEMBL2011233,8.00,0,http://www.openphacts.org/units/Nanomolar,1631522,=,1,1,=,,IC50,nM,,10.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10.0
,,10835425,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCCC(=O)Nc1ccc(F)nc1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '22.89', 'le': '0.43', 'lle': '6.68', 'sei': '7.95'}",,CHEMBL2011234,,CHEMBL2011234,8.52,0,http://www.openphacts.org/units/Nanomolar,1631523,=,1,1,=,,IC50,nM,,3.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,3.0
,,10835426,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNC(=O)Cc1ccc(F)cc1,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '26.53', 'le': '0.50', 'lle': '8.46', 'sei': '10.44'}",,CHEMBL2011235,,CHEMBL2011235,9.85,0,http://www.openphacts.org/units/Nanomolar,1631524,=,1,1,=,,IC50,nM,,0.14,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,0.14
,,10835427,[],CHEMBL2015334,Displacement of [3H](-)-CGP-12177 from adrenergic beta1 receptor by cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1OC[C@@H](O)CNCCNS(=O)(=O)c1ccccc1F,,,CHEMBL2010725,ACS Med Chem Lett,2011.0,"{'bei': '21.10', 'le': '0.42', 'lle': '7.29', 'sei': '7.45'}",,CHEMBL2011236,,CHEMBL2011236,8.30,0,http://www.openphacts.org/units/Nanomolar,1631525,=,1,1,=,,IC50,nM,,5.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,5.0
,,13340400,[],CHEMBL2395284,Displacement of [125I]Cynopindolol from human recombinant beta1 adrenergic receptor expressed in CHOK1 cells after 2 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)NC[C@H](O)COc1cccc2ccccc12,,,CHEMBL2390918,Bioorg Med Chem Lett,2013.0,"{'bei': '33.17', 'le': '0.62', 'lle': '6.02', 'sei': '20.73'}",,CHEMBL452861,LEVOPROPRANOLOL,CHEMBL452861,8.60,0,http://www.openphacts.org/units/Nanomolar,1899735,=,1,1,=,,IC50,nM,,2.5,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2.5
,,13342119,[],CHEMBL2395709,Binding affinity to human adrenergic beta1 receptor by radioligand displacement assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,,,CHEMBL2390830,Eur J Med Chem,2013.0,"{'bei': '24.72', 'le': '0.47', 'lle': '6.14', 'sei': '7.79'}",,CHEMBL24,ATENOLOL,CHEMBL24,6.58,0,http://www.openphacts.org/units/Nanomolar,1900377,=,1,1,=,,IC50,nM,,260.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,10'-7M,UO_0000065,,2.6
,,13863453,[],CHEMBL3101857,Binding affinity to adrenergic beta1 receptor (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)OC(=O)N([C@H]2CC[C@H](c3cnc(N)c(-c4ncccn4)c3)CC2)[C@H]1c1ccccc1,,,CHEMBL3098003,ACS Med Chem Lett,2013.0,,,CHEMBL3099716,,CHEMBL3099716,,0,http://www.openphacts.org/units/Nanomolar,1956958,>,1,1,>,,IC50,nM,,48500.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,48.5
,,13943189,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2ccnn21,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128188,,CHEMBL3128188,,0,http://www.openphacts.org/units/Nanomolar,1974350,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943190,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)n1cccn1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128187,,CHEMBL3128187,,0,http://www.openphacts.org/units/Nanomolar,1974349,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943191,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Cn1cccn1)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128186,,CHEMBL3128186,,0,http://www.openphacts.org/units/Nanomolar,1974348,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943192,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2sc(C3CC3)nc21,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128183,,CHEMBL3128183,,0,http://www.openphacts.org/units/Nanomolar,1974345,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943193,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CCc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128182,,CHEMBL3128182,,0,http://www.openphacts.org/units/Nanomolar,1974344,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943194,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CCc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128181,,CHEMBL3128181,,0,http://www.openphacts.org/units/Nanomolar,1974343,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943195,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128180,,CHEMBL3128180,,0,http://www.openphacts.org/units/Nanomolar,1974342,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943196,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128179,,CHEMBL3128179,,0,http://www.openphacts.org/units/Nanomolar,1974341,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943197,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2scnc21,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128178,,CHEMBL3128178,,0,http://www.openphacts.org/units/Nanomolar,1974340,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943198,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2scnc21,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128177,,CHEMBL3128177,,0,http://www.openphacts.org/units/Nanomolar,1974339,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943199,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128201,,CHEMBL3128201,,0,http://www.openphacts.org/units/Nanomolar,1974364,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943200,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccc(F)cc3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128200,,CHEMBL3128200,,0,http://www.openphacts.org/units/Nanomolar,1974363,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943201,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccc(F)c3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128199,,CHEMBL3128199,,0,http://www.openphacts.org/units/Nanomolar,1974362,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943202,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccc(Cl)c3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128198,,CHEMBL3128198,,0,http://www.openphacts.org/units/Nanomolar,1974361,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943203,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc2c(s1)CCCC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128197,,CHEMBL3128197,,0,http://www.openphacts.org/units/Nanomolar,1974360,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943204,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc2c(s1)CCC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128196,,CHEMBL3128196,,0,http://www.openphacts.org/units/Nanomolar,1974359,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943205,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc2c(s1)CC[C@@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128195,,CHEMBL3128195,,0,http://www.openphacts.org/units/Nanomolar,1974358,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943206,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128194,,CHEMBL3128194,,0,http://www.openphacts.org/units/Nanomolar,1974357,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943207,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)c1csc(N)n1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128193,,CHEMBL3128193,,0,http://www.openphacts.org/units/Nanomolar,1974356,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
,,13943208,[],CHEMBL3129372,Displacement of [125I]-cyanopindolol from recombinant human beta-1 adrenergic receptor expressed in CHO cell membranes after 1 hr by scintillation counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)c1csc(N)n1,,,CHEMBL3124772,J Med Chem,2014.0,,,CHEMBL3128192,,CHEMBL3128192,,0,http://www.openphacts.org/units/Nanomolar,1974355,>,1,1,>,,IC50,nM,,20000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,20000.0
